Question_Index,Query,Method,Pearson,Spearman,NDCG,KendallTau
66,Are piRNAs involved in gene silencing?,ContextCite100,0.9267598098538717,0.8909090909090909,0.9873366774779457,0.7777777777777777
66,Are piRNAs involved in gene silencing?,WSS100,0.9356257313463818,0.9030303030303028,1.0000000000000002,0.8222222222222221
66,Are piRNAs involved in gene silencing?,BetaShap (U)100,0.5249875285919675,0.5272727272727272,0.901637597236642,0.3333333333333333
66,Are piRNAs involved in gene silencing?,TMC100,0.7076935252805292,0.6969696969696969,0.9308086443936792,0.5111111111111111
66,Are piRNAs involved in gene silencing?,LOO,0.4256913371987438,-0.04242424242424241,0.6138361764004014,-0.022222222222222223
67,Is methotrexate used for the treatment of Rheumatoid Arthritis (RA)?,ContextCite32,0.9168590538859204,0.7575757575757575,0.9087145387024383,0.6
67,Is methotrexate used for the treatment of Rheumatoid Arthritis (RA)?,WSS32,0.9166512376959325,0.7575757575757575,0.9087145387024383,0.6
67,Is methotrexate used for the treatment of Rheumatoid Arthritis (RA)?,BetaShap (U)32,0.3187120268163701,0.6363636363636362,0.9883448916367124,0.5111111111111111
67,Is methotrexate used for the treatment of Rheumatoid Arthritis (RA)?,TMC32,0.31853091647119325,0.49090909090909085,0.5390119672714159,0.37777777777777777
67,Is methotrexate used for the treatment of Rheumatoid Arthritis (RA)?,ContextCite64,0.9350232245038527,0.6606060606060605,0.8705720448923299,0.5111111111111111
67,Is methotrexate used for the treatment of Rheumatoid Arthritis (RA)?,WSS64,0.9369994633951899,0.709090909090909,0.9087145387024383,0.5555555555555555
67,Is methotrexate used for the treatment of Rheumatoid Arthritis (RA)?,BetaShap (U)64,0.5338075114672733,0.6606060606060605,0.7597832828357657,0.5555555555555555
67,Is methotrexate used for the treatment of Rheumatoid Arthritis (RA)?,TMC64,0.7014157587313582,0.8666666666666665,0.9718697637019024,0.6888888888888888
67,Is methotrexate used for the treatment of Rheumatoid Arthritis (RA)?,ContextCite100,0.9147277709118831,0.6848484848484848,0.8705720448923299,0.5555555555555555
67,Is methotrexate used for the treatment of Rheumatoid Arthritis (RA)?,WSS100,0.9176187218566682,0.7212121212121211,0.9087145387024383,0.5555555555555555
67,Is methotrexate used for the treatment of Rheumatoid Arthritis (RA)?,BetaShap (U)100,0.656606945694979,0.8545454545454544,0.9852970931564173,0.7333333333333333
67,Is methotrexate used for the treatment of Rheumatoid Arthritis (RA)?,TMC100,0.8581882682660452,0.8424242424242423,0.9852970931564173,0.6888888888888888
67,Is methotrexate used for the treatment of Rheumatoid Arthritis (RA)?,LOO,0.43659685039513857,0.13939393939393938,0.25550634410465883,0.1111111111111111
68,Which cells express CIDEC protein in humans?,ContextCite32,0.8839729011475437,0.6727272727272726,0.9390140660672813,0.5111111111111111
68,Which cells express CIDEC protein in humans?,WSS32,0.888509269972974,0.6727272727272726,0.9390140660672813,0.5111111111111111
68,Which cells express CIDEC protein in humans?,BetaShap (U)32,0.2456704164090879,0.38181818181818183,0.6277242878207162,0.24444444444444444
68,Which cells express CIDEC protein in humans?,TMC32,0.5395087175258847,0.5636363636363636,0.8135270802126797,0.37777777777777777
68,Which cells express CIDEC protein in humans?,ContextCite64,0.940392981305205,0.8424242424242423,0.9390140660672813,0.7333333333333333
68,Which cells express CIDEC protein in humans?,WSS64,0.9443395455486397,0.8424242424242423,0.9390140660672813,0.7333333333333333
68,Which cells express CIDEC protein in humans?,BetaShap (U)64,0.1532211241063791,0.5030303030303029,0.6712152594495517,0.37777777777777777
68,Which cells express CIDEC protein in humans?,TMC64,0.49435045189681814,0.6484848484848483,0.6369371328672165,0.4666666666666666
68,Which cells express CIDEC protein in humans?,ContextCite100,0.9571592131444634,0.9151515151515152,0.9519687376130992,0.8222222222222221
68,Which cells express CIDEC protein in humans?,WSS100,0.9259011500195932,0.7696969696969697,0.9390140660672813,0.6444444444444444
68,Which cells express CIDEC protein in humans?,BetaShap (U)100,-0.1847650677209555,-0.12727272727272726,0.6306054423287029,-0.06666666666666667
68,Which cells express CIDEC protein in humans?,TMC100,0.6809400666972727,0.8060606060606059,0.8502904337526129,0.6
68,Which cells express CIDEC protein in humans?,LOO,0.709564711566507,0.11515151515151514,0.9187539594350252,0.1111111111111111
69,Which are the problems associated with the use of PD-L1 as immunotherapy biomarker?,ContextCite32,0.9997224260953163,0.5272727272727272,0.9947919074170469,0.4222222222222222
69,Which are the problems associated with the use of PD-L1 as immunotherapy biomarker?,WSS32,0.999721838463725,0.5272727272727272,0.9947919074170469,0.4222222222222222
69,Which are the problems associated with the use of PD-L1 as immunotherapy biomarker?,BetaShap (U)32,0.9990573901792374,0.7818181818181817,0.9989920069089805,0.6444444444444444
69,Which are the problems associated with the use of PD-L1 as immunotherapy biomarker?,TMC32,0.999764961553683,0.6606060606060605,0.9989920069089805,0.5555555555555555
69,Which are the problems associated with the use of PD-L1 as immunotherapy biomarker?,ContextCite64,0.9999284952131771,0.7212121212121211,0.9968184719963202,0.6
69,Which are the problems associated with the use of PD-L1 as immunotherapy biomarker?,WSS64,0.9999165657777805,0.6848484848484848,0.9968184719963202,0.5555555555555555
69,Which are the problems associated with the use of PD-L1 as immunotherapy biomarker?,BetaShap (U)64,0.9984316244132393,0.7333333333333332,0.9984803908291467,0.6
69,Which are the problems associated with the use of PD-L1 as immunotherapy biomarker?,TMC64,0.9999238593620737,0.7818181818181817,0.9989920069089805,0.6
69,Which are the problems associated with the use of PD-L1 as immunotherapy biomarker?,ContextCite100,0.9999448453432074,0.8303030303030302,1.0,0.6888888888888888
69,Which are the problems associated with the use of PD-L1 as immunotherapy biomarker?,WSS100,0.9999394754751291,0.8424242424242423,1.0,0.7333333333333333
69,Which are the problems associated with the use of PD-L1 as immunotherapy biomarker?,BetaShap (U)100,0.9986906746866271,0.7939393939393938,0.997534603110694,0.6
69,Which are the problems associated with the use of PD-L1 as immunotherapy biomarker?,TMC100,0.9999531788463745,0.8060606060606059,0.9984803908291467,0.6444444444444444
69,Which are the problems associated with the use of PD-L1 as immunotherapy biomarker?,LOO,0.9997441828209704,0.4666666666666666,0.9960125199570766,0.37777777777777777
70,Is tirilazad effective for treatment of aneurysmal subarachnoid haemorrhage?,ContextCite32,0.957328442613406,0.9272727272727272,1.0,0.8222222222222221
70,Is tirilazad effective for treatment of aneurysmal subarachnoid haemorrhage?,WSS32,0.9575511701781615,0.9272727272727272,1.0,0.8222222222222221
70,Is tirilazad effective for treatment of aneurysmal subarachnoid haemorrhage?,BetaShap (U)32,0.631462868876054,0.6969696969696969,0.8886485164540088,0.5111111111111111
70,Is tirilazad effective for treatment of aneurysmal subarachnoid haemorrhage?,TMC32,0.7800562692466931,0.8424242424242423,0.8296325792047079,0.6888888888888888
70,Is tirilazad effective for treatment of aneurysmal subarachnoid haemorrhage?,ContextCite64,0.9495919011374945,0.7939393939393938,1.0,0.6444444444444444
70,Is tirilazad effective for treatment of aneurysmal subarachnoid haemorrhage?,WSS64,0.936584893668663,0.7939393939393938,1.0,0.6444444444444444
70,Is tirilazad effective for treatment of aneurysmal subarachnoid haemorrhage?,BetaShap (U)64,0.6279102303199793,0.6,0.8296325792047079,0.5111111111111111
70,Is tirilazad effective for treatment of aneurysmal subarachnoid haemorrhage?,TMC64,0.8641378162497945,0.9515151515151514,0.9406049549198767,0.8666666666666666
70,Is tirilazad effective for treatment of aneurysmal subarachnoid haemorrhage?,ContextCite100,0.9744991861050173,0.9515151515151514,1.0,0.8666666666666666
70,Is tirilazad effective for treatment of aneurysmal subarachnoid haemorrhage?,WSS100,0.9676155504982065,0.9151515151515152,1.0,0.7777777777777777
70,Is tirilazad effective for treatment of aneurysmal subarachnoid haemorrhage?,BetaShap (U)100,0.5869905735615282,0.5757575757575757,0.8481088161829788,0.4222222222222222
70,Is tirilazad effective for treatment of aneurysmal subarachnoid haemorrhage?,TMC100,0.9144724381050007,0.8666666666666665,0.9388417842484758,0.7777777777777777
70,Is tirilazad effective for treatment of aneurysmal subarachnoid haemorrhage?,LOO,0.8496553450620231,0.5878787878787878,0.9233053048345974,0.37777777777777777
71,Which animal bite can cause Capnocytophaga canimorsus infection?,ContextCite32,0.8164460599135832,0.4787878787878787,0.8822740954076521,0.37777777777777777
71,Which animal bite can cause Capnocytophaga canimorsus infection?,WSS32,0.8170801401554143,0.4787878787878787,0.8822740954076521,0.37777777777777777
71,Which animal bite can cause Capnocytophaga canimorsus infection?,BetaShap (U)32,0.2512690135707596,0.6121212121212121,0.42725542470709504,0.4222222222222222
71,Which animal bite can cause Capnocytophaga canimorsus infection?,TMC32,0.7251532202825988,0.7575757575757575,0.889117609979802,0.6
71,Which animal bite can cause Capnocytophaga canimorsus infection?,ContextCite64,0.9769642041564255,0.8424242424242423,1.0,0.7333333333333333
71,Which animal bite can cause Capnocytophaga canimorsus infection?,WSS64,0.9790826909395433,0.8787878787878788,1.0,0.7777777777777777
71,Which animal bite can cause Capnocytophaga canimorsus infection?,BetaShap (U)64,0.07435234947915104,0.11515151515151514,0.42725542470709504,0.1111111111111111
71,Which animal bite can cause Capnocytophaga canimorsus infection?,TMC64,0.8359013433703609,0.7454545454545454,0.9070656772197312,0.6
71,Which animal bite can cause Capnocytophaga canimorsus infection?,ContextCite100,0.9781398906613309,0.8424242424242423,1.0,0.7333333333333333
71,Which animal bite can cause Capnocytophaga canimorsus infection?,WSS100,0.9834845575068163,0.8424242424242423,1.0,0.7333333333333333
71,Which animal bite can cause Capnocytophaga canimorsus infection?,BetaShap (U)100,0.18171298581300596,0.2727272727272727,0.520247316319911,0.19999999999999998
71,Which animal bite can cause Capnocytophaga canimorsus infection?,TMC100,0.8945217601121195,0.8181818181818182,0.994937892305907,0.6444444444444444
71,Which animal bite can cause Capnocytophaga canimorsus infection?,LOO,0.9217679851987761,0.6969696969696969,0.9310242933300232,0.6
72,Does RNA polymerase II have RNA cleavage activity?,ContextCite32,0.966722634768751,0.9393939393939393,0.9712876065185074,0.8222222222222221
72,Does RNA polymerase II have RNA cleavage activity?,WSS32,0.9665176284862707,0.9393939393939393,0.9712876065185074,0.8222222222222221
72,Does RNA polymerase II have RNA cleavage activity?,BetaShap (U)32,0.5974235829399214,0.5030303030303029,0.8838835028288977,0.4222222222222222
72,Does RNA polymerase II have RNA cleavage activity?,TMC32,0.9374840382005363,0.6727272727272726,0.9654305086837895,0.5555555555555555
72,Does RNA polymerase II have RNA cleavage activity?,ContextCite64,0.9822078165282666,0.9757575757575757,1.0,0.911111111111111
72,Does RNA polymerase II have RNA cleavage activity?,WSS64,0.9802080853910083,0.9757575757575757,1.0,0.911111111111111
72,Does RNA polymerase II have RNA cleavage activity?,BetaShap (U)64,0.57910232240964,0.5393939393939393,0.8838835028288977,0.4222222222222222
72,Does RNA polymerase II have RNA cleavage activity?,TMC64,0.9128011752866839,0.7696969696969697,0.9654305086837895,0.6
72,Does RNA polymerase II have RNA cleavage activity?,ContextCite100,0.982859735921367,0.9636363636363635,0.9999683753669867,0.8666666666666666
72,Does RNA polymerase II have RNA cleavage activity?,WSS100,0.9886221559197511,0.9515151515151514,1.0,0.8666666666666666
72,Does RNA polymerase II have RNA cleavage activity?,BetaShap (U)100,0.8038264261217917,0.8424242424242423,0.9636165992128936,0.7333333333333333
72,Does RNA polymerase II have RNA cleavage activity?,TMC100,0.9338618122310046,0.8545454545454544,0.9654305086837895,0.6888888888888888
72,Does RNA polymerase II have RNA cleavage activity?,LOO,0.8774612128663015,0.7212121212121211,0.9654305086837895,0.6
73,What is Trypan blue used for?,ContextCite32,0.9850297007914864,0.9030303030303028,1.0000000000000002,0.8222222222222221
73,What is Trypan blue used for?,WSS32,0.9852806174029639,0.9030303030303028,1.0000000000000002,0.8222222222222221
73,What is Trypan blue used for?,BetaShap (U)32,0.8922389263908265,0.9272727272727272,0.9637704521362731,0.7777777777777777
73,What is Trypan blue used for?,TMC32,0.9687942761163637,0.9636363636363635,1.0000000000000002,0.8666666666666666
73,What is Trypan blue used for?,ContextCite64,0.9952364137004319,0.9999999999999999,1.0000000000000002,0.9999999999999999
73,What is Trypan blue used for?,WSS64,0.9945810959542474,0.9999999999999999,1.0000000000000002,0.9999999999999999
73,What is Trypan blue used for?,BetaShap (U)64,0.9294868603461127,0.8787878787878788,0.8983531377147514,0.6888888888888888
73,What is Trypan blue used for?,TMC64,0.9944096723825082,0.9393939393939393,1.0000000000000002,0.8666666666666666
73,What is Trypan blue used for?,ContextCite100,0.9974443888190442,0.9515151515151514,1.0000000000000002,0.8666666666666666
73,What is Trypan blue used for?,WSS100,0.9933839628668042,0.9393939393939393,1.0000000000000002,0.8222222222222221
73,What is Trypan blue used for?,BetaShap (U)100,0.8880813222412095,0.8666666666666665,0.8577034726620772,0.6888888888888888
73,What is Trypan blue used for?,TMC100,0.9898615304938378,0.9393939393939393,1.0000000000000002,0.8666666666666666
73,What is Trypan blue used for?,LOO,0.9858757949215821,0.9393939393939393,1.0000000000000002,0.8666666666666666
74,Is there any genetic determinant of hair pigmentation that could be useful in forensic analyses?,ContextCite32,0.990749298470617,0.9878787878787878,1.0,0.9555555555555554
74,Is there any genetic determinant of hair pigmentation that could be useful in forensic analyses?,WSS32,0.9906528013257688,0.9878787878787878,1.0,0.9555555555555554
74,Is there any genetic determinant of hair pigmentation that could be useful in forensic analyses?,BetaShap (U)32,0.8876100227663839,0.6484848484848483,0.9248577839820372,0.5111111111111111
74,Is there any genetic determinant of hair pigmentation that could be useful in forensic analyses?,TMC32,0.9457609934632749,0.8787878787878788,0.9248577839820372,0.7333333333333333
